Name,Event,OlypQualTime,OlypRecord,Final,Heat,Semi,AvgTime,RelTime_OQT,RelTime_ORT,Podium,RelTime_OQT_LR
KIRPICHNIKOVA Anastasiia,Women's 1500m Freestyle,58470,56140,57638,57022,NA,57330,0.019884877,-0.020757021,0,1
GOUGH Maddy,Women's 1500m Freestyle,58470,56140,57981,57441,NA,57711,0.013151739,-0.027221847,0,1
BELLIO Katrina,Women's 1500m Freestyle,58470,56140,NA,59077,NA,59077,-0.010274726,-0.049714779,0,0
VALLONI Arianna,Women's 1500m Freestyle,58470,56140,NA,60904,NA,60904,-0.039964534,-0.078221463,0,0
GATT Sasha,Women's 1500m Freestyle,58470,56140,NA,61067,NA,61067,-0.04252706,-0.080681874,0,0
KAHLER Marlene,Women's 1500m Freestyle,58470,56140,NA,58805,NA,58805,-0.005696794,-0.045319276,0,0
DIZOTTI Beatriz Pimentel,Women's 1500m Freestyle,58470,56140,NA,59377,NA,59377,-0.015275275,-0.054516058,0,0
BACH Helena,Women's 1500m Freestyle,58470,56140,NA,59396,NA,59396,-0.015590275,-0.054818506,0,0
THOMAS Eve,Women's 1500m Freestyle,58470,56140,NA,59406,NA,59406,-0.015755984,-0.054977612,0,0
HAN Dakyung,Women's 1500m Freestyle,58470,56140,NA,59639,NA,59639,-0.019601268,-0.058669662,0,0
McINTOSH Hayley,Women's 1500m Freestyle,58470,56140,NA,60283,NA,60283,-0.030074814,-0.068725843,0,0
MIHALYVARI-FARKAS Viktoria,Women's 1500m Freestyle,58470,56140,NA,57746,NA,57746,0.012537665,-0.02781145,0,1
HASSLER Julia,Women's 1500m Freestyle,58470,56140,NA,58375,NA,58375,0.001627409,-0.038286938,0,1
ERTAN Deniz,Women's 1500m Freestyle,58470,56140,NA,58402,NA,58402,0.001164344,-0.03873155,0,1
JUNGBLUT Viviane,Women's 1500m Freestyle,58470,56140,NA,58889,NA,58889,-0.007115081,-0.046681044,0,0
HOLUB Tamila,Women's 1500m Freestyle,58470,56140,NA,59116,NA,59116,-0.010927668,-0.050341701,0,0
DURAES Diana,Women's 1500m Freestyle,58470,56140,NA,59355,NA,59355,-0.014910286,-0.054165614,0,0
RIEDER Celine,Women's 1500m Freestyle,58470,56140,NA,59577,NA,59577,-0.018580996,-0.057690048,0,0
FAIN Katja,Women's 1500m Freestyle,58470,56140,NA,59792,NA,59792,-0.022109981,-0.061078405,0,0
LI Bingjie,Women's 1500m Freestyle,58470,56140,NA,57632,NA,57632,0.014540533,-0.025888395,0,1
TUNCEL Merve,Women's 1500m Freestyle,58470,56140,NA,57651,NA,57651,0.014206172,-0.026209433,0,1
CARAMIGNOLI Martina Rita,Women's 1500m Freestyle,58470,56140,NA,57763,NA,57763,0.012239669,-0.028097571,0,1
PEREZ BLANCO Jimena,Women's 1500m Freestyle,58470,56140,NA,58599,NA,58599,-0.002201403,-0.041963173,0,0
KESELY Ajna,Women's 1500m Freestyle,58470,56140,NA,57620,NA,57620,0.014751822,-0.025685526,0,1
KOBRICH Kristel,Women's 1500m Freestyle,58470,56140,NA,58149,NA,58149,0.005520301,-0.034549175,0,1
BELMONTE Mireia,Women's 1500m Freestyle,58470,56140,NA,58328,NA,58328,0.002434508,-0.037512001,0,1
PIGNATIELLO Delfina,Women's 1500m Freestyle,58470,56140,NA,59649,NA,59649,-0.019765629,-0.058827474,0,0
McKEOWN Kaylee,Women's 200m Backstroke,7860,7450,7508,7698,7713,7639.666667,0.0288407,-0.024826563,1,1
MASSE Kylie,Women's 200m Backstroke,7860,7450,7542,7703,7702,7649,0.027585305,-0.026016473,1,1
SEEBOHM Emily,Women's 200m Backstroke,7860,7450,7577,7750,7629,7652,0.027182436,-0.026398327,1,1
WHITE Rhyan Elizabeth,Women's 200m Backstroke,7860,7450,7599,7703,7648,7650,0.02745098,-0.026143791,0,1
BACON Phoebe,Women's 200m Backstroke,7860,7450,7600,7710,7630,7646.666667,0.027898867,-0.025719268,0,1
RUCK Taylor,Women's 200m Backstroke,7860,7450,7704,7767,7753,7741.333333,0.01532897,-0.037633483,0,1
PENG Xuwei,Women's 200m Backstroke,7860,7450,7706,7743,7756,7735,0.01616031,-0.036845507,0,1
LIU Yaxin,Women's 200m Backstroke,7860,7450,7728,7716,7745,7729.666667,0.016861443,-0.036180948,0,1
LOEYNING Ingeborg,Women's 200m Backstroke,7860,7450,NA,7928,NA,7928,-0.008577195,-0.060292634,0,0
MARQUEZ Celina,Women's 200m Backstroke,7860,7450,NA,8112,NA,8112,-0.031065089,-0.081607495,0,0
PASSON Felicity,Women's 200m Backstroke,7860,7450,NA,8178,NA,8178,-0.038884813,-0.08901932,0,0
SALCUTAN Tatiana,Women's 200m Backstroke,7860,7450,NA,7838,7809,7823.5,0.004665431,-0.047740781,0,1
van ROUWENDAAL Sharon,Women's 200m Backstroke,7860,7450,NA,7884,8018,7951,-0.011445101,-0.063010942,0,0
LEE Eunji,Women's 200m Backstroke,7860,7450,NA,7932,NA,7932,-0.009077156,-0.060766515,0,0
WILD Cassie,Women's 200m Backstroke,7860,7450,NA,8013,NA,8013,-0.019093972,-0.070260826,0,0
LARA Krystal,Women's 200m Backstroke,7860,7450,NA,8343,NA,8343,-0.057892844,-0.107035838,0,0
GRABOWSKI Lena,Women's 200m Backstroke,7860,7450,NA,7817,7810,7813.5,0.005951238,-0.046522045,0,1
PANZIERA Margherita,Women's 200m Backstroke,7860,7450,NA,7826,7794,7810,0.006402049,-0.04609475,0,1
ZEVINA Daryna,Women's 200m Backstroke,7860,7450,NA,7950,NA,7950,-0.011320755,-0.062893082,0,0
HOSSZU Katinka,Women's 200m Backstroke,7860,7450,NA,8004,NA,8004,-0.017991004,-0.069215392,0,0
USTINOVA Daria K,Women's 200m Backstroke,7860,7450,NA,8052,NA,8052,-0.023845007,-0.074764034,0,0
KUBOVA Simona,Women's 200m Backstroke,7860,7450,NA,8181,NA,8181,-0.039237257,-0.08935338,0,0
BURIAN Katalin,Women's 200m Backstroke,7860,7450,NA,7750,7805,7777.5,0.010607522,-0.042108647,0,1
BERNAT Laura,Women's 200m Backstroke,7860,7450,NA,7837,8006,7921.5,-0.007763681,-0.059521555,0,0
ZAMORANO SANZ Africa,Women's 200m Backstroke,7860,7450,NA,7872,7842,7857,0.000381825,-0.051800942,0,1
BARZELAY Aviv,Women's 200m Backstroke,7860,7450,NA,7873,8013,7943,-0.010449452,-0.062067229,0,0
GALYER Ali,Women's 200m Backstroke,7860,7450,NA,8116,NA,8116,-0.031542632,-0.082060128,0,0
SCHOENMAKER Tatjana,Women's 200m Breaststroke,8700,8370,8375,8356,8373,8368,0.039674952,0.000239006,1,1
KING Lilly,Women's 200m Breaststroke,8700,8370,8432,8530,8547,8503,0.023168294,-0.015641538,1,1
LAZOR Annie,Women's 200m Breaststroke,8700,8370,8484,8596,8554,8544.666667,0.018178981,-0.020441601,1,1
CHIKUNOVA Evgeniia,Women's 200m Breaststroke,8700,8370,8488,8536,8457,8493.666667,0.02429261,-0.014559868,0,1
CORBETT Kaylene,Women's 200m Breaststroke,8700,8370,8526,8568,8528,8540.666667,0.018655843,-0.019982827,0,1
RENSHAW Molly,Women's 200m Breaststroke,8700,8370,8585,8619,8590,8598,0.011863224,-0.026517795,0,1
WOOD Abbie,Women's 200m Breaststroke,8700,8370,8652,8653,8555,8620,0.009280742,-0.02900232,0,1
LECLUYSE Fanny,Women's 200m Breaststroke,8700,8370,8697,8622,8653,8657.333333,0.004928384,-0.033189589,0,1
HORSKA Kristyna,Women's 200m Breaststroke,8700,8370,NA,8703,NA,8703,-0.000344709,-0.038262668,0,0
Mc SHARRY Mona,Women's 200m Breaststroke,8700,8370,NA,8708,NA,8708,-0.000918695,-0.038814883,0,0
TETEREVKOVA Kotryna,Women's 200m Breaststroke,8700,8370,NA,8842,NA,8842,-0.016059715,-0.053381588,0,0
RODRIGUEZ VILLANUEVA Byanca Melissa MEX,Women's 200m Breaststroke,8700,8370,NA,8847,NA,8847,-0.016615802,-0.053916582,0,0
BEKESI Eszter,Women's 200m Breaststroke,8700,8370,NA,8849,NA,8849,-0.016838061,-0.05413041,0,0
JEFIMOVA Eneli,Women's 200m Breaststroke,8700,8370,NA,8907,NA,8907,-0.023240148,-0.06028966,0,0
PODMANIKOVA Andrea,Women's 200m Breaststroke,8700,8370,NA,8996,NA,8996,-0.032903513,-0.069586483,0,0
PHEE Jinq En,Women's 200m Breaststroke,8700,8370,NA,9177,NA,9177,-0.051977771,-0.087937234,0,0
TEMNIKOVA Mariia,Women's 200m Breaststroke,8700,8370,NA,8593,8709,8651,0.005664085,-0.032481794,0,1
YU Jingyao,Women's 200m Breaststroke,8700,8370,NA,8597,8716,8656.5,0.005025126,-0.033096517,0,1
FANGIO Francesca,Women's 200m Breaststroke,8700,8370,NA,8669,8876,8772.5,-0.008264463,-0.045882018,0,0
GORBENKO Anastasia,Women's 200m Breaststroke,8700,8370,NA,8921,NA,8921,-0.024773008,-0.061764376,0,0
VALL MONTERO Jessica,Women's 200m Breaststroke,8700,8370,NA,8611,8727,8669,0.00357596,-0.034490714,0,1
WATANABE Kanako,Women's 200m Breaststroke,8700,8370,NA,8713,NA,8713,-0.001492023,-0.039366464,0,0
GARCIA URZAINQUI Marina,Women's 200m Breaststroke,8700,8370,NA,8781,NA,8781,-0.009224462,-0.046805603,0,0
ZMUSHKA Alina,Women's 200m Breaststroke,8700,8370,NA,8879,NA,8879,-0.020159928,-0.057326275,0,0
SEBASTIAN Julia,Women's 200m Breaststroke,8700,8370,NA,8995,NA,8995,-0.032795998,-0.069483046,0,0
STRAUCH Jenna,Women's 200m Breaststroke,8700,8370,NA,8610,8665,8637.5,0.00723589,-0.030969609,0,1
HANSSON Sophie,Women's 200m Breaststroke,8700,8370,NA,8662,8668,8665,0.004039238,-0.034045009,0,1
MAMIE Lisa,Women's 200m Breaststroke,8700,8370,NA,8671,8711,8691,0.001035554,-0.03693476,0,1
WOG Kelsey Lauren,Women's 200m Breaststroke,8700,8370,NA,8667,NA,8667,0.003807546,-0.034267913,0,1
HARKIN Abbey,Women's 200m Breaststroke,8700,8370,NA,8681,NA,8681,0.002188688,-0.035825366,0,1
CARRARO Martina,Women's 200m Breaststroke,8700,8370,NA,8777,NA,8777,-0.008772929,-0.046371197,0,0
ZHANG Yufei,Women's 200m Butterfly,7750,7470,7466,NA,7529,7497.5,0.033677893,-0.003667889,1,1
SMITH Regan,Women's 200m Butterfly,7750,7470,7530,NA,7624,7577,0.022832256,-0.014121684,1,1
FLICKINGER Hali,Women's 200m Butterfly,7750,7470,7565,NA,7583,7574,0.023237391,-0.013731186,1,1
KAPAS Boglarka,Women's 200m Butterfly,7750,7470,7613,NA,7619,7616,0.017594538,-0.019170168,0,1
CHIMROVA Svetlana,Women's 200m Butterfly,7750,7470,7690,NA,7742,7716,0.004406428,-0.031881804,0,1
YU Liyan,Women's 200m Butterfly,7750,7470,7705,NA,7624,7664.5,0.011155327,-0.025376737,0,1
THOMAS Alys Margaret,Women's 200m Butterfly,7750,7470,7710,NA,7747,7728.5,0.002781911,-0.033447629,0,1
THROSSELL Brianna,Women's 200m Butterfly,7750,7470,7788,NA,7721,7754.5,-0.000580308,-0.036688374,0,0
MONTEIRO Ana,Women's 200m Butterfly,7750,7470,NA,NA,7822,7822,-0.009204807,-0.045001278,0,0
BACH Helena,Women's 200m Butterfly,7750,7470,NA,NA,7805,7805,-0.007046765,-0.042921204,0,0
TACYILDIZ Defne,Women's 200m Butterfly,7750,7470,NA,NA,7887,7887,-0.017370356,-0.052871814,0,0
AVILA MANCIA Julimar,Women's 200m Butterfly,7750,7470,NA,NA,8198,8198,-0.054647475,-0.088802147,0,0
HASEGAWA Suzuka,Women's 200m Butterfly,7750,7470,NA,NA,7782,7782,-0.004112053,-0.040092521,0,0
STEPHENS Laura,Women's 200m Butterfly,7750,7470,NA,NA,7789,7789,-0.005007061,-0.040955193,0,0
HENTKE Franziska,Women's 200m Butterfly,7750,7470,NA,NA,7889,7889,-0.01761947,-0.053111928,0,0
RULE Remedy,Women's 200m Butterfly,7750,7470,NA,NA,8009,8009,-0.032338619,-0.067299288,0,0
TITMUS Ariarne,Women's 200m Freestyle,7110,6830,6830,6988,6922,6913.333333,0.028447445,-0.012054002,1,1
HAUGHEY Siobhan Bernadette,Women's 200m Freestyle,7110,6830,6872,7008,6916,6932,0.025678015,-0.014714368,1,1
OLEKSIAK Penny,Women's 200m Freestyle,7110,6830,6910,6938,6999,6949,0.023168801,-0.017124766,1,1
YANG Junxuan,Women's 200m Freestyle,7110,6830,6901,6977,6998,6958.666667,0.021747461,-0.018490132,0,1
LEDECKY Kathleen,Women's 200m Freestyle,7110,6830,6921,6928,6934,6927.666667,0.026319588,-0.014098061,0,1
SEEMANOVA Barbora,Women's 200m Freestyle,7110,6830,6945,6998,6974,6972.333333,0.019744705,-0.020414017,0,1
PELLEGRINI Federica,Women's 200m Freestyle,7110,6830,6991,7053,7004,7016,0.013397948,-0.026510832,0,1
WILSON Madison,Women's 200m Freestyle,7110,6830,6999,6987,7018,7001.333333,0.015520853,-0.024471529,0,1
MALUKA Ieva,Women's 200m Freestyle,7110,6830,NA,7455,NA,7455,-0.046277666,-0.083836351,0,0
PADRON Beatriz,Women's 200m Freestyle,7110,6830,NA,7496,NA,7496,-0.05149413,-0.088847385,0,0
SANTIS Gabriela,Women's 200m Freestyle,7110,6830,NA,7644,NA,7644,-0.069858713,-0.106488749,0,0
KHIYARA Lina,Women's 200m Freestyle,7110,6830,NA,7760,NA,7760,-0.083762887,-0.119845361,0,0
DOUEIHY Gabriella,Women's 200m Freestyle,7110,6830,NA,7889,NA,7889,-0.098745088,-0.134237546,0,0
BONNET Charlotte,Women's 200m Freestyle,7110,6830,NA,7048,7055,7051.5,0.008296107,-0.031411756,0,1
FAIRWEATHER Erika,Women's 200m Freestyle,7110,6830,NA,7046,7154,7100,0.001408451,-0.038028169,0,1
SEGEL Janja,Women's 200m Freestyle,7110,6830,NA,7118,NA,7118,-0.001123911,-0.040460804,0,0
ANDRUSENKO Veronika,Women's 200m Freestyle,7110,6830,NA,7157,NA,7157,-0.006566997,-0.045689535,0,0
NGUYEN THI ANH Anh Vien,Women's 200m Freestyle,7110,6830,NA,7530,NA,7530,-0.055776892,-0.092961487,0,0
GOSE Isabel,Women's 200m Freestyle,7110,6830,NA,7040,7027,7033.5,0.01087652,-0.028932964,0,1
ANDERSON Freya,Women's 200m Freestyle,7110,6830,NA,7056,7030,7043,0.009512992,-0.030242794,0,1
SALAMATINA Valeriia,Women's 200m Freestyle,7110,6830,NA,7113,7178,7145.5,-0.004968162,-0.044153663,0,0
EVANS Joanna,Women's 200m Freestyle,7110,6830,NA,7120,NA,7120,-0.001404494,-0.040730337,0,0
JORUNNARDOTTIR Snaefridur Sol,Women's 200m Freestyle,7110,6830,NA,7220,NA,7220,-0.015235457,-0.05401662,0,0
McINTOSH Summer,Women's 200m Freestyle,7110,6830,NA,6971,7042,7006.5,0.014771997,-0.025190894,0,1
SCHMITT Allison,Women's 200m Freestyle,7110,6830,NA,7030,7047,7038.5,0.010158414,-0.029622789,0,1
BRUHN Annika,Women's 200m Freestyle,7110,6830,NA,7035,7082,7058.5,0.007296168,-0.032372317,0,1
MUREZ Andrea,Women's 200m Freestyle,7110,6830,NA,7177,NA,7177,-0.009335377,-0.048348892,0,0
LI Bingjie,Women's 200m Freestyle,7110,6830,NA,7143,NA,7143,-0.004619908,-0.043819124,0,0
GAMEZ MATOS Elisbet,Women's 200m Freestyle,7110,6830,NA,7256,NA,7256,-0.020121279,-0.058710033,0,0
TITMUS Ariarne,Women's 400m Freestyle,14950,14210,14229,14526,NA,14377.5,0.039819162,-0.011650148,1,1
LEDECKY Kathleen,Women's 400m Freestyle,14950,14210,14256,14445,NA,14350.5,0.041775548,-0.0097906,1,1
LI Bingjie,Women's 400m Freestyle,14950,14210,14468,14517,NA,14492.5,0.031568052,-0.019492841,1,1
McINTOSH Summer,Women's 400m Freestyle,14950,14210,14562,14592,NA,14577,0.025588255,-0.025176648,0,1
TANG Muhan,Women's 400m Freestyle,14950,14210,14650,14647,NA,14648.5,0.020582312,-0.029934806,0,1
GOSE Isabel,Women's 400m Freestyle,14950,14210,14738,14601,NA,14669.5,0.019121306,-0.031323494,0,1
MADDEN Paige,Women's 400m Freestyle,14950,14210,14841,14678,NA,14759.5,0.012906941,-0.037230258,0,1
FAIRWEATHER Erika,Women's 400m Freestyle,14950,14210,14881,14548,NA,14714.5,0.016004621,-0.034285908,0,1
ZEQIRI Eda,Women's 400m Freestyle,14950,14210,NA,16682,NA,16682,-0.103824481,-0.148183671,0,0
TE FLAN Talita,Women's 400m Freestyle,14950,14210,NA,16772,NA,16772,-0.108633437,-0.152754591,0,0
KUIPERS Natalia Jean,Women's 400m Freestyle,14950,14210,NA,16782,NA,16782,-0.109164581,-0.153259445,0,0
HASSLER Julia,Women's 400m Freestyle,14950,14210,NA,14858,NA,14858,0.00619195,-0.043612868,0,1
EVANS Joanna,Women's 400m Freestyle,14950,14210,NA,14870,NA,14870,0.00537996,-0.044384667,0,1
KAHLER Marlene,Women's 400m Freestyle,14950,14210,NA,14917,NA,14917,0.002212241,-0.047395589,0,1
TUNCEL Merve,Women's 400m Freestyle,14950,14210,NA,15066,NA,15066,-0.007699456,-0.056816673,0,0
HAN Dakyung,Women's 400m Freestyle,14950,14210,NA,15409,NA,15409,-0.029787786,-0.077811669,0,0
GATT Sasha,Women's 400m Freestyle,14950,14210,NA,15615,NA,15615,-0.042587256,-0.089977586,0,0
RABARIJAONA Tiana,Women's 400m Freestyle,14950,14210,NA,16121,NA,16121,-0.072638174,-0.118541033,0,0
KIRPICHNIKOVA Anastasiia,Women's 400m Freestyle,14950,14210,NA,14881,NA,14881,0.004636785,-0.045091056,0,1
EGOROVA Anna,Women's 400m Freestyle,14950,14210,NA,14904,NA,14904,0.00308642,-0.046564681,0,1
BOCEKLER Beril,Women's 400m Freestyle,14950,14210,NA,14907,NA,14907,0.002884551,-0.046756557,0,1
NAMBA Miyu,Women's 400m Freestyle,14950,14210,NA,15229,NA,15229,-0.01832031,-0.066911813,0,0
COOK Tamsin,Women's 400m Freestyle,14950,14210,NA,14720,NA,14720,0.015625,-0.034646739,0,1
KESELY Ajna,Women's 400m Freestyle,14950,14210,NA,14734,NA,14734,0.01465997,-0.035564002,0,1
KOBORI Waka,Women's 400m Freestyle,14950,14210,NA,14757,NA,14757,0.013078539,-0.037067155,0,1
KULLMANN Leonie Marlen,Women's 400m Freestyle,14950,14210,NA,15025,NA,15025,-0.004991681,-0.054242928,0,0
McKEON Emma,Women's 50m Freestyle,1522,1461,1461,1442,1440,1447.666667,0.051346995,0.009210223,1,1
SJOESTROEM Sarah,Women's 50m Freestyle,1522,1461,1447,1466,1453,1455.333333,0.04580852,0.003893724,1,1
BLUME Pernille,Women's 50m Freestyle,1522,1461,1461,1452,1448,1453.666667,0.047007567,0.005044715,1,1
KROMOWIDJOJO Ranomi,Women's 50m Freestyle,1522,1461,1470,1481,1469,1473.333333,0.033031674,-0.008371041,0,1
WASICK Katarzyna,Women's 50m Freestyle,1522,1461,1472,1471,1466,1469.666667,0.035608982,-0.005897029,0,1
WU Qingfeng,Women's 50m Freestyle,1522,1461,1472,1495,1472,1479.666667,0.028610047,-0.012615454,0,1
CAMPBELL Cate,Women's 50m Freestyle,1522,1461,1476,1455,1467,1466,0.038199181,-0.003410641,0,1
WEITZEIL Abbey,Women's 50m Freestyle,1522,1461,1481,1477,1459,1472.333333,0.033733303,-0.007697532,0,1
XIMENES BELO Imelda,Women's 50m Freestyle,1522,1461,NA,2009,NA,2009,-0.242409159,-0.272772524,0,0
KAZE Odrina,Women's 50m Freestyle,1522,1461,NA,2019,NA,2019,-0.246161466,-0.276374443,0,0
IBRAHIM Haneen,Women's 50m Freestyle,1522,1461,NA,2089,NA,2089,-0.271421733,-0.300622307,0,0
AGAHOZO Alphonsine,Women's 50m Freestyle,1522,1461,NA,1850,NA,1850,-0.177297297,-0.21027027,0,0
CHILTON Osisang,Women's 50m Freestyle,1522,1461,NA,1867,NA,1867,-0.184788431,-0.217461168,0,0
DUMBUYA Tity,Women's 50m Freestyle,1522,1461,NA,1916,NA,1916,-0.205636743,-0.237473904,0,0
SAUVOUREL Chloe,Women's 50m Freestyle,1522,1461,NA,1938,NA,1938,-0.214654283,-0.246130031,0,0
MOUSSA MAHAMANE Roukaya,Women's 50m Freestyle,1522,1461,NA,1941,NA,1941,-0.215868109,-0.247295209,0,0
GIRARD de LANGLADE MPALI Aya,Women's 50m Freestyle,1522,1461,NA,1944,NA,1944,-0.217078189,-0.24845679,0,0
SANGALA Stefan,Women's 50m Freestyle,1522,1461,NA,2312,NA,2312,-0.341695502,-0.368079585,0,0
TYURINA Anastasiya,Women's 50m Freestyle,1522,1461,NA,1745,NA,1745,-0.127793696,-0.162750716,0,0
BUDCHARERN Siri Arun,Women's 50m Freestyle,1522,1461,NA,1762,NA,1762,-0.136208854,-0.170828604,0,0
KHEUN Bunpichmorakat,Women's 50m Freestyle,1522,1461,NA,1782,NA,1782,-0.145903479,-0.18013468,0,0
DASHTI Lara,Women's 50m Freestyle,1522,1461,NA,1809,NA,1809,-0.158651189,-0.192371476,0,0
AHMED Junayna,Women's 50m Freestyle,1522,1461,NA,1818,NA,1818,-0.162816282,-0.196369637,0,0
RADJI Nafissath,Women's 50m Freestyle,1522,1461,NA,1839,NA,1839,-0.172376291,-0.205546493,0,0
YOUNG Robyn,Women's 50m Freestyle,1522,1461,NA,1841,NA,1841,-0.173275394,-0.20640956,0,0
NOUR Dania,Women's 50m Freestyle,1522,1461,NA,1843,NA,1843,-0.174172545,-0.207270754,0,0
MEAURI Judith,Women's 50m Freestyle,1522,1461,NA,1676,NA,1676,-0.091885442,-0.128281623,0,0
PERSAUD Aleka,Women's 50m Freestyle,1522,1461,NA,1696,NA,1696,-0.10259434,-0.138561321,0,0
OUEDRAOGO Angelika,Women's 50m Freestyle,1522,1461,NA,1718,NA,1718,-0.114086147,-0.149592549,0,0
de FREITAS Mya,Women's 50m Freestyle,1522,1461,NA,1737,NA,1737,-0.123776626,-0.158894646,0,0
YUSUF ABDULLA Noor,Women's 50m Freestyle,1522,1461,NA,1767,NA,1767,-0.138653084,-0.173174873,0,0
MAKWENDA Jessica,Women's 50m Freestyle,1522,1461,NA,1776,NA,1776,-0.143018018,-0.177364865,0,0
DAY Noelani Malia,Women's 50m Freestyle,1522,1461,NA,1746,NA,1746,-0.128293242,-0.163230241,0,0
MATEUS Alicia,Women's 50m Freestyle,1522,1461,NA,1803,NA,1803,-0.155851359,-0.18968386,0,0
MILANESI Norah Elisabeth,Women's 50m Freestyle,1522,1461,NA,1601,NA,1601,-0.04934416,-0.087445347,0,0
CHARLEMAGNE Mikaili,Women's 50m Freestyle,1522,1461,NA,1659,NA,1659,-0.082579867,-0.119349005,0,0
ROVA Cheyenne,Women's 50m Freestyle,1522,1461,NA,1631,NA,1631,-0.066830166,-0.104230533,0,0
BATBAYAR Enkhkhuslen,Women's 50m Freestyle,1522,1461,NA,1649,NA,1649,-0.077016374,-0.11400849,0,0
PALJK Tilka,Women's 50m Freestyle,1522,1461,NA,1654,NA,1654,-0.07980653,-0.11668682,0,0
ROBERTS Samantha,Women's 50m Freestyle,1522,1461,NA,1683,NA,1683,-0.095662507,-0.131907308,0,0
KHAN Bisma,Women's 50m Freestyle,1522,1461,NA,1698,NA,1698,-0.103651355,-0.139575972,0,0
TAKYI Unilez,Women's 50m Freestyle,1522,1461,NA,1705,NA,1705,-0.107331378,-0.143108504,0,0
DELGADO Anicka,Women's 50m Freestyle,1522,1461,NA,1536,NA,1536,-0.009114583,-0.048828125,0,0
PHILLIP Elinah,Women's 50m Freestyle,1522,1461,NA,1574,NA,1574,-0.033036849,-0.071791614,0,0
MERIZAJ Nikol,Women's 50m Freestyle,1522,1461,NA,1581,NA,1581,-0.037318153,-0.075901328,0,0
MUTETI Emily,Women's 50m Freestyle,1522,1461,NA,1591,NA,1591,-0.04336895,-0.081709617,0,0
BAQLAH Talita,Women's 50m Freestyle,1522,1461,NA,1609,NA,1609,-0.054070851,-0.091982598,0,0
RAJIC Ema,Women's 50m Freestyle,1522,1461,NA,1609,NA,1609,-0.054070851,-0.091982598,0,0
NAMUTEBI Kirabo,Women's 50m Freestyle,1522,1461,NA,1623,NA,1623,-0.062230437,-0.099815157,0,0
KRITININA Natalya,Women's 50m Freestyle,1522,1461,NA,1653,NA,1653,-0.079249849,-0.11615245,0,0
ARCILA HURTADO Isabella,Women's 50m Freestyle,1522,1461,NA,1541,NA,1541,-0.012329656,-0.051914341,0,0
COSTEA Bianca-Andreea,Women's 50m Freestyle,1522,1461,NA,1561,NA,1561,-0.024983985,-0.064061499,0,0
PINTO Jeserik,Women's 50m Freestyle,1522,1461,NA,1565,NA,1565,-0.027476038,-0.066453674,0,0
MELIH Amel,Women's 50m Freestyle,1522,1461,NA,1577,NA,1577,-0.034876347,-0.073557387,0,0
TORREZ Karen,Women's 50m Freestyle,1522,1461,NA,1577,NA,1577,-0.034876347,-0.073557387,0,0
HUANG Mei-Chien,Women's 50m Freestyle,1522,1461,NA,1599,NA,1599,-0.048155097,-0.08630394,0,0
PONSON Allyson,Women's 50m Freestyle,1522,1461,NA,1563,NA,1563,-0.026231606,-0.065259117,0,0
THOMPSON Cherelle,Women's 50m Freestyle,1522,1461,NA,1579,NA,1579,-0.036098797,-0.074730842,0,0
MUNOZ del CAMPO Lidon,Women's 50m Freestyle,1522,1461,NA,1510,NA,1510,0.00794702,-0.032450331,0,1
OSMAN Farida,Women's 50m Freestyle,1522,1461,NA,1513,NA,1513,0.005948447,-0.034368804,0,1
MEYNEN Julie,Women's 50m Freestyle,1522,1461,NA,1536,NA,1536,-0.009114583,-0.048828125,0,0
ANTONIOU Kalia,Women's 50m Freestyle,1522,1461,NA,1541,NA,1541,-0.012329656,-0.051914341,0,0
MUREZ Andrea,Women's 50m Freestyle,1522,1461,NA,1548,NA,1548,-0.016795866,-0.05620155,0,0
HILL Danielle,Women's 50m Freestyle,1522,1461,NA,1570,NA,1570,-0.030573248,-0.069426752,0,0
SRISA - ARD Jenjira,Women's 50m Freestyle,1522,1461,NA,1597,NA,1597,-0.046963056,-0.085159674,0,0
QUAH Ting Wen,Women's 50m Freestyle,1522,1461,NA,1576,NA,1576,-0.034263959,-0.072969543,0,0
ZHANG Yufei,Women's 50m Freestyle,1522,1461,NA,1476,1472,1474,0.03256445,-0.008819539,0,1
TEIJONSALO Fanny,Women's 50m Freestyle,1522,1461,NA,1519,1531,1525,-0.001967213,-0.041967213,0,0
WATTEL Marie,Women's 50m Freestyle,1522,1461,NA,1522,1516,1519,0.001974984,-0.038183015,0,1
COLEMAN Michelle,Women's 50m Freestyle,1522,1461,NA,1524,NA,1524,-0.001312336,-0.041338583,0,0
SANCHEZ Kayla,Women's 50m Freestyle,1522,1461,NA,1533,NA,1533,-0.007175473,-0.046966732,0,0
MANUEL Simone,Women's 50m Freestyle,1522,1461,NA,1505,1503,1504,0.011968085,-0.028590426,0,1
CHELIUS Emma,Women's 50m Freestyle,1522,1461,NA,1505,1504,1504.5,0.011631771,-0.02891326,0,1
HENIQUE Melanie,Women's 50m Freestyle,1522,1461,NA,1509,1503,1506,0.01062417,-0.029880478,0,1
HEEMSKERK Femke,Women's 50m Freestyle,1522,1461,NA,1517,NA,1517,0.003295979,-0.036914964,0,1
KAMENEVA Mariia,Women's 50m Freestyle,1522,1461,NA,1523,NA,1523,-0.000656599,-0.040709127,0,0
SEEMANOVA Barbora,Women's 50m Freestyle,1522,1461,NA,1532,NA,1532,-0.006527415,-0.046344648,0,0
